IssueId,SourceIssueId,AssetIdx,TestDate,PathId,MCIteration,MasterSeed,IsValid,Date,ClAdjLoc
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-09-22,113.08
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-09-23,116.82456
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-09-26,115.01152
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-09-27,110.56721
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-09-28,109.76151
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-09-29,110.37082
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-09-30,108.54979
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-03,108.81491
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-04,109.37816
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-05,107.94217
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-06,107.10774
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-07,109.49085
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-10,108.16814
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-11,107.05527
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-12,105.52222
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-13,104.10817
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-14,100.456505
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-17,99.7631
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-18,100.32262
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-19,99.86671
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-20,96.33301
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-21,93.55661
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-24,96.20131
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-25,95.647484
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-26,97.59649
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-27,99.433174
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-28,98.93429
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-10-31,99.56436
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-01,100.89329
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-02,98.94901
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-03,100.295525
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-04,99.08549
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-07,97.03441
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-08,95.028244
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-09,93.81294
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-10,93.16131
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-11,93.359344
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-14,92.20485
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-15,90.62367
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-16,90.214714
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-17,90.99719
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-18,92.40216
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-21,94.305214
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-22,94.54849
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-23,92.78622
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-24,93.23242
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-25,92.230896
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-28,91.15269
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-29,92.32339
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-11-30,89.99351
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-01,89.28578
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-02,90.716736
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-05,89.34862
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-06,87.960045
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-07,88.593025
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-08,85.88111
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-09,85.11318
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-12,83.20068
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-13,84.97156
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-14,88.24748
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-15,92.490036
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-16,89.82379
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-19,85.38029
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-20,85.04215
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-21,86.87062
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-22,88.740746
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-23,91.33806
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-26,92.08751
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-27,90.702545
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-28,89.57678
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-29,87.525055
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2016-12-30,91.68367
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-02,94.53613
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-03,93.41521
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-04,96.92848
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-05,97.40703
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-06,95.85227
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-09,96.89295
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-10,96.758354
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-11,95.121124
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-12,95.13604
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-13,95.77542
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-16,95.6899
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-17,96.93773
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-18,101.375755
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-19,101.71567
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-20,102.14896
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-23,100.82016
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-24,101.46564
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-25,102.02613
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-26,101.29842
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-27,103.983315
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-30,105.58912
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-01-31,104.67227
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-02-01,98.85248
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-02-02,101.85047
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-02-03,103.98096
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-02-06,99.546486
02496501_synthetic_MC_0000_000,02496501,0,2016-09-22,0,0,42,True,2017-02-07,100.366005
